1	欢迎来到本服	1
2	巨蛙	2
3	章鱼	3
4	海星	4
5	本服长久开放	5
6	树怪	6
7	野猪	7
8	大海龟宝宝	1
9	巨蛙宝宝	2
10	大海龟头领	1
11	巨蛙头领	2
12	海星头领	4
13	海星宝宝	4
14	章鱼头领	3
15	章鱼宝宝	3
16	海毛虫头领	5
17	海毛虫宝宝	5
18	野猪	7
19	野猪头领	7
20	野猪宝宝	7
21	树怪	8
22	树怪头领	8
23	树怪宝宝	8
24	老虎	9
25	老虎头领	9
26	老虎宝宝	9
27	黑熊	10
28	黑熊头领	10
29	黑熊宝宝	10
30	小龙女	11
31	小龙女头领	11
32	小龙女宝宝	11
33	古代瑞兽	12
34	古代瑞兽头领	12
35	古代瑞兽宝宝	12
36	白熊	13
37	白熊头领	13
38	白熊宝宝	13
39	天将	14
40	天将头领	14
41	天将宝宝	14
42	狼	15
43	狼头领	15
44	狼宝宝	15
45	花妖	16
46	花妖头领	16
47	花妖宝宝	16
48	泡泡宝宝	17
49	狐狸精	18
50	狐狸精头领	18
51	狐狸精宝宝	18
52	蜘蛛精	19
53	蜘蛛精头领	19
54	蜘蛛精宝宝	19
55	雷鸟人	20
56	雷鸟人头领	20
57	雷鸟人宝宝	20
58	蝴蝶仙子	21
59	蝴蝶仙子头领	21
60	蝴蝶仙子宝宝	21
61	牛妖	22
62	牛妖头领	22
63	牛妖宝宝	22
64	蛤蟆精	23
65	蛤蟆精头领	23
66	蛤蟆精宝宝	23
67	虾兵	24
68	虾兵头领	24
69	虾兵宝宝	24
70	蟹将	25
71	蟹将头领	25
72	蟹将宝宝	25
73	龟丞相	26
74	龟丞相头领	26
75	龟丞相宝宝	26
76	黑熊精	27
77	黑熊精头领	27
78	黑熊精宝宝	27
79	赌徒	28
80	赌徒头领	28
81	赌徒宝宝	28
82	强盗	29
83	强盗头领	29
84	强盗宝宝	29
85	山贼	30
86	山贼头领	30
87	山贼宝宝	30
88	黑山老妖	31
89	黑山老妖头领	31
90	黑山老妖宝宝	31
91	天兵	32
92	天兵头领	32
93	天兵宝宝	32
94	风伯	33
95	风伯头领	33
96	风伯宝宝	33
97	蛟龙	34
98	蛟龙头领	34
99	蛟龙宝宝	34
100	地狱战神	35
101	地狱战神头领	35
102	地狱战神宝宝	35
103	雨师	36
104	雨师头领	36
105	雨师宝宝	36
106	巡游天神	37
107	巡游天神头领	37
108	巡游天神宝宝	37
109	星灵仙子	38
110	星灵仙子头领	38
111	星灵仙子宝宝	38
112	阴阳伞	39
113	阴阳伞头领	39
114	阴阳伞宝宝	39
115	凤凰	40
116	凤凰头领	40
117	凤凰宝宝	40
118	芙蓉仙子	41
119	芙蓉仙子头领	41
120	芙蓉仙子宝宝	41
121	如意仙子	42
122	如意仙子头领	42
123	如意仙子宝宝	42
124	野鬼	43
125	野鬼头领	43
126	野鬼宝宝	43
127	僵尸	44
128	僵尸头领	44
129	僵尸宝宝	44
130	骷髅怪	45
131	骷髅怪头领	45
132	骷髅怪宝宝	45
133	马面	46
134	马面头领	46
135	马面宝宝	46
136	牛头	47
137	牛头头领	47
138	牛头宝宝	47
139	幽灵	48
140	幽灵头领	48
141	幽灵宝宝	48
142	吸血鬼	49
143	吸血鬼头领	49
144	吸血鬼宝宝	49
145	鬼将	50
146	鬼将头领	50
147	鬼将宝宝	50
148	兔子怪	51
149	兔子怪头领	51
150	兔子怪宝宝	51
151	踏云兽	52
152	踏云兽头领	52
153	踏云兽宝宝	52
154	红萼仙子	53
155	红萼仙子头领	53
156	红萼仙子宝宝	53
157	龙龟	54
158	龙龟头领	54
159	龙龟宝宝	54
160	野猪精	55
161	野猪精头领	55
162	野猪精宝宝	55
163	百足将军	56
164	百足将军头领	56
165	百足将军宝宝	56
166	鼠先锋	57
167	鼠先锋头领	57
168	鼠先锋宝宝	57
169	律法女娲	58
170	律法女娲头领	58
171	律法女娲宝宝	58
172	灵符女娲	59
173	灵符女娲头领	59
174	灵符女娲宝宝	59
175	野猪王	60
176	小野猪	60
177	商人的鬼魂	60
178	丑时一刻诌鬼	178
179	丑时一刻假鬼	179
180	丑时一刻奸鬼	180
181	丑时一刻捣大鬼	181
182	丑时一刻冒失鬼	182
183	卵时二刻挖渣鬼	178
184	卵时二刻仔细鬼	179
185	卵时二刻讨吃鬼	180
186	卵时二刻地哩鬼	181
187	卵时二刻叫街鬼	182
188	申时三刻偷尸鬼	178
189	申时三刻含碜鬼	179
190	申时三刻倒塌鬼	180
191	申时三刻涎脸鬼	181
192	申时三刻滴料鬼	182
193	辰时四刻滴料鬼	178
194	辰时四刻发贱鬼	179
195	辰时四刻急急鬼	180
196	辰时四刻耍碗鬼	181
197	辰时四刻低达鬼	182
198	茂时五刻遭瘟鬼	178
199	茂时五刻轻薄鬼	179
200	茂时五刻浇虚鬼	180
201	茂时五刻绵缠鬼	181
202	茂时五刻黑眼鬼	182
203	亥时六刻龌龊鬼	178
204	亥时六刻温斯鬼	179
205	亥时六刻不通鬼	180
206	亥时六刻诓骗鬼	181
207	亥时六刻急赖鬼	182
208	白鹿精	1
209	酒肉和尚	1
210	狐狸精喽啰	385
211	狐狸精喽啰	386
212	雨师喽啰	387
213	天兵	181
214	地狱战神喽啰	182
215	大海龟恶鬼	260
216	巨蛙恶鬼	261
217	海毛虫恶鬼	262
218	树怪恶鬼	263
219	老虎恶鬼	264
220	黑熊恶鬼	265
221	小龙女恶鬼	266
222	古代瑞兽恶鬼	260
223	白熊恶鬼	261
224	狼恶鬼	262
225	花妖恶鬼	263
226	狐狸精恶鬼	264
227	雷鸟人恶鬼	265
228	牛妖恶鬼	266
229	虾兵恶鬼	260
230	蟹将恶鬼	261
231	龟丞相恶鬼	262
232	黑熊精恶鬼	263
233	赌徒恶鬼	264
234	强盗恶鬼	265
235	山贼恶鬼	266
236	黑山老妖恶鬼	260
237	天兵恶鬼	261
238	风伯恶鬼	262
239	蛟龙恶鬼	263
240	地狱战神恶鬼	264
241	雨师恶鬼	265
242	星灵仙子恶鬼	266
243	凤凰恶鬼	260
244	野鬼恶鬼	261
245	僵尸恶鬼	262
246	骷髅怪恶鬼	263
247	马面恶鬼	264
248	牛头恶鬼	265
249	蝴蝶仙子恶鬼	266
250	远古地狱战神	180
251	远古蜘蛛精	182
252	远古黑熊精	178
253	远古黑山老妖	179
254	地狱战神喽啰	178
255	蜘蛛精喽啰	179
256	黑熊精喽啰	180
257	黑山老妖喽啰	181
258	大海龟喽啰	182
259	巨蛙喽啰	260
260	章鱼喽啰	261
261	海星喽啰	262
262	海毛虫喽啰	263
263	野猪喽啰	264
264	树怪喽啰	265
265	老虎喽啰	266
266	小龙女喽啰	180
267	黑熊喽啰	181
268	狼喽啰	182
269	白熊喽啰	260
270	天兵喽啰	266
271	古代瑞兽喽啰	261
272	天将喽啰	262
273	风伯喽啰	263
274	蛟龙喽啰	264
275	马面喽啰	265
276	野鬼喽啰	178
277	牛头喽啰	179
278	僵尸喽啰	260
279	蟹将喽啰	261
280	虾兵喽啰	262
281	龟丞相喽啰	263
282	巡游天神喽啰	264
283	芙蓉仙子喽啰	265
284	雨师喽啰	266
285	凤凰喽啰	260
286	变异大海龟	180
287	变异巨蛙	1
288	变异海毛虫	1
289	变异古代瑞兽	1
290	变异地狱战神	1
291	变异白熊	1
292	变异老虎	1
293	变异狼	1
294	变异天兵	1
295	变异凤凰	1
296	变异野猪	1
297	变异树怪	1
298	变异大海龟宝宝	1
299	变异巨蛙宝宝	1
300	变异海毛虫宝宝	1
301	变异野猪宝宝	1
302	变异树怪宝宝	1
303	变异强盗宝宝	1
304	变异骷髅怪宝宝	1
305	变异羊头怪宝宝	1
306	变异狐狸精宝宝	1
307	变异花妖宝宝	1
308	变异大蝙蝠宝宝	1
309	变异小龙女宝宝	1
310	变异老虎宝宝	1
311	变异黑熊宝宝	1
312	变异狼宝宝	1
313	变异山贼宝宝	1
314	变异赌徒宝宝	1
315	变异天将宝宝	1
316	变异古代瑞兽宝宝	12
317	变异天兵宝宝	1
318	变异风伯宝宝	1
319	变异雷鸟人宝宝	1
320	变异蝴蝶仙子宝宝	1
321	变异牛妖宝宝	1
322	变异地狱战神宝宝	1
323	变异巡游天神宝宝	1
324	变异雨师宝宝	1
325	变异凤凰宝宝	1
326	变异野鬼宝宝	1
327	变异僵尸宝宝	1
328	变异马面宝宝	1
329	变异牛头宝宝	1
330	变异芙蓉仙子宝宝	1
331	变异星灵仙子宝宝	1
332	变异野猪精宝宝	55
333	变异百足将军宝宝	56
334	变异吸血鬼宝宝	49
335	变异幽灵宝宝	48
336	变异鬼将宝宝	50
337	变异踏云兽宝宝	52
338	变异红萼仙子宝宝	53
339	变异龙龟宝宝	54
340	变异夜罗刹宝宝	398
341	变异噬天虎宝宝	399
342	变异炎魔神宝宝	414
343	变异雾中仙宝宝	397
344	变异灵鹤宝宝	401
345	变异大力金刚宝宝	402
346	变异律法女娲宝宝	58
347	变异灵符女娲宝宝	59
348	变异净瓶女娲宝宝	348
349	变异龟丞相宝宝	1
350	变异蛤蟆精宝宝	1
351	变异黑山老妖宝宝	1
352	变异黑熊精宝宝	1
353	变异如意仙子宝宝	1
354	变异虾兵宝宝	1
355	变异蟹将宝宝	1
356	变异蜘蛛精宝宝	1
357	变异兔子怪宝宝	1
358	调皮小野猪	7
359	超级白泽	359
360	超级灵鹿	360
361	超级大象	361
362	超级大熊猫	362
363	超级海豚	363
364	超级神牛	364
365	超级蟾蜍	365
366	超级神虎	366
367	超级人参果	367
368	超级泡泡	368
369	超级神兔	369
370	超级彩虹	370
371	超级大鹏	371
372	超级金丝猴	372
373	强盗	373
374	珍兽兔乖乖	374
375	捣乱小妖	375
376	捣乱药师	376
377	捣乱药师	376
378	捣乱打手	377
379	捣乱打手	377
380	捣乱道士	378
381	捣乱道士	378
382	捣乱喽啰	379
383	捣乱喽啰	379
384	捣乱喽啰	379
385	给经验给金钱给装备	385
386	贪吃鬼	386
387	贪吃鬼	386
388	贪吃鬼	386
389	贪吃鬼	386
390	贪吃魂	387
391	贪吃灵	388
392	贪吃灵	388
393	贪吃灵	388
394	贪吃灵	388
395	画魂	395
396	变异画魂	395
397	净瓶女娲	396
398	净瓶女娲宝宝	396
399	变异净瓶女娲宝宝	396
400	净瓶女娲喽啰	400
401	雾中仙	397
402	雾中仙头领	397
403	雾中仙宝宝	397
404	变异雾中仙宝宝	397
405	雾中仙喽啰	405
406	夜罗刹	398
407	夜罗刹头领	398
408	夜罗刹宝宝	398
409	变异夜罗刹宝宝	398
410	夜罗刹喽啰	410
411	噬天虎	399
412	噬天虎头领	399
413	噬天虎宝宝	399
414	变异噬天虎宝宝	399
415	噬天虎喽啰	415
416	炎魔神	400
417	炎魔神头领	400
418	炎魔神宝宝	400
419	变异炎魔神宝宝	400
420	炎魔神喽啰	420
421	灵鹤	401
422	灵鹤头领	401
423	灵鹤宝宝	401
424	变异灵鹤宝宝	401
425	灵鹤喽啰	425
426	大力金刚	402
427	大力金刚宝宝	402
428	变异大力金刚宝宝	402
429	大力金刚喽啰	429
430	蚩尤宝宝	430
431	魔神·蚩尤	403
432	黄眉宝宝	404
433	妖佛·黄眉老怪	433
434	周杰伦	434
435	魔·周杰伦	405
436	药师	436
437	药师精兵	436
438	药师护法	436
439	巫术喽啰	437
440	巫术精兵	437
441	巫术大长老	437
442	巫族精英	438
443	巫族精英	438
444	巫族精英	438
445	巫族巫医	445
446	毒蛇	446
447	蟾蜍	447
448	蟾蜍	448
449	毒蝎	449
450	蚊虫喽啰	450
451	蚊虫喽啰	451
452	蚊虫喽啰	452
453	大臭虫	453
454	测试怪物	454
455	接引人	455
456	铜墙铁壁	456
457	百法不侵	457
458	飞贼头目	458
459	飞贼头目	459
460	飞贼喽啰	460
461	飞贼喽啰	461
462	疯狂的飞贼	462
463	疯狂的飞贼	463
464	飞贼喽啰	464
465	飞贼喽啰	465
466	大唐官府护法	466
467	化生寺护法	467
468	普陀山护法	468
469	地府护法	469
470	龙宫护法	470
471	女儿村护法	471
472	天宫护法	472
473	狮驼岭护法	473
474	魔王寨护法	474
475	盘丝岭护法	475
476	五庄观护法	476
477	方寸山护法	477
478	大唐官府护卫	478
479	大唐官府护卫	479
480	大唐官府护卫	480
481	化生寺护卫	481
482	化生寺护卫	482
483	化生寺护卫	483
484	普陀山护卫	484
485	普陀山护卫	485
486	普陀山护卫	486
487	地府护卫	487
488	地府护卫	488
489	地府护卫	489
490	龙宫护卫	490
491	龙宫护卫	491
492	龙宫护卫	492
493	女儿村护卫	493
494	女儿村护卫	494
495	女儿村护卫	495
496	天宫护卫	496
497	天宫护卫	497
498	天宫护卫	498
499	狮驼岭护卫	499
500	狮驼岭护卫	500
501	狮驼岭护卫	501
502	魔王寨护卫	502
503	魔王寨护卫	503
504	魔王寨护卫	504
505	盘丝岭护卫	505
506	盘丝岭护卫	506
507	盘丝岭护卫	507
508	五庄观护卫	508
509	五庄观护卫	509
510	五庄观护卫	510
511	方寸山护卫	511
512	方寸山护卫	512
513	方寸山护卫	513
514	捣乱的喽啰	514
515	捣乱的喽啰	514
516	捣乱的喽啰	514
517	喽啰	514
518	喽啰	514
519	喽啰	514
520	行侠仗义	520
521	侠客医生	521
522	侠客医生	521
523	侠客灵通	522
524	侠客灵通	522
525	侠客战士	523
526	侠客战士	523
527	侠客战士	523
528	侠客战士	523
529	狸	524
530	初出茅庐地煞星	530
531	铁血无边	531
532	铁血无边	531
533	玄法无边	532
534	玄法无边	532
535	长生无界	535
536	神封无量	536
537	神封无量	536
538	乾坤五行	537
539	魔帝	539
540	魔君	540
541	魔神	541
542	魔祖	542
543	鲛人	543
544	鲛人头领	543
545	鲛人宝宝	543
546	蚌精	544
547	蚌精头领	544
548	蚌精宝宝	544
549	碧水夜叉	545
550	碧水夜叉头领	545
551	碧水夜叉宝宝	545
552	千年蛇魅	552
553	千年蛇魅头领	552
554	千年蛇魅宝宝	552
555	锦毛貂精	553
556	锦毛貂精头领	553
557	锦毛貂精宝宝	553
558	犀牛将军	554
559	犀牛将军头领	554
560	犀牛将军宝宝	554
561	犀牛将军	555
562	犀牛将军头领	555
563	犀牛将军宝宝	555
564	斗战胜佛	556
565	九天灵雀	557
566	九尾妖狐	558
567	轩辕剑死士	564
568	轩辕剑死士	564
569	轩辕剑死士	564
570	轩辕剑死士	564
571	轩辕剑军师	567
572	轩辕剑军师	567
573	轩辕剑军师	567
574	轩辕剑军师	567
575	轩辕剑丞相	571
576	江湖恶霸	573
577	恶霸头目	574
578	被追杀的卧底	2381
579	魔神·蚩尤(魔尊)	403
580	净瓶女娲·神	396
581	律法女娲·神	346
582	灵符女娲·神	59
583	鬼将·神	1
584	画魂·神	395
585	幽莹娃娃·神	395
586	吸血鬼·神	1
587	猫灵·神	395
588	毗舍童子	1
589	猫灵·人·神	395
590	狂豹·人·神	1
591	大力金刚·神	402
592	芙蓉仙子·神	346
593	巡游天神·神	346
594	凤凰·神	59
595	蛟龙·神	59
596	星灵仙子·神	59
597	斗战胜佛·神	556
598	九天灵雀·神	557
599	九尾妖狐·神	558
600	雾中仙·神	397
601	九天玄女	578
739	变身剑侠客	399
740	变身卡大海龟	399
741	变身卡巨蛙	399
742	变身卡海毛虫	399
743	变身卡野猪	399
744	变身卡树怪	399
745	变身卡黑熊精	399
746	变身卡羊头怪	399
747	变身卡蝴蝶仙子	399
748	变身卡花妖	399
749	变身卡芙蓉仙子	399
750	变身卡骷髅怪	399
751	变身卡蛤蟆精	399
752	变身卡雷鸟人	399
753	变身卡小龙女	399
754	变身卡老虎	399
755	变身卡黑熊	399
756	变身卡蝙蝠	399
757	变身卡狼	399
758	变身卡天将	399
759	变身卡白熊	399
760	变身卡古代瑞兽	399
761	变身卡强盗	399
762	变身卡山贼	399
763	变身卡护卫	399
764	变身卡牛头	399
765	变身卡马面	399
766	变身卡野鬼	399
767	变身卡狐狸精	399
768	变身卡虾兵	399
769	变身卡蟹将	399
770	变身卡龟丞相	399
771	变身卡蜘蛛精	399
772	变身卡牛妖	399
773	变身卡风伯	399
774	变身卡蛟龙	399
775	变身卡凤凰	399
776	变身卡巡游天神	399
777	变身卡黑山老妖	399
778	变身卡地狱战神	399
779	变身卡雨师	399
780	变身卡天兵	399
781	变身卡鬼将	399
782	变身卡吸血鬼	399
783	变身卡幽灵	399
784	变身卡灵符女娲	399
785	变身卡律法女娲	399
786	变身卡净瓶女娲	399
787	变身卡星灵仙子	399
788	变身卡黑熊精	399
789	变身卡僵尸	399
790	变身卡炎魔神	399
800	瑶池天女	578
791	变异炎魔神	399
792	变异鬼将	399
793	变异幽灵	399
794	变异吸血鬼	399
795	变异龙龟	399
796	变异大力金刚	399
910	角木蛟-新手	910
911	亢金龙-新手	911
912	氐土貉-新手	912
913	房日兔-初级	913
914	心月狐-初级	914
915	尾火虎-初级	915
916	箕水豹-中级	916
917	井木犴-中级	917
918	鬼金羊-中级	918
919	柳土獐-高级	919
920	星日马-高级	920
921	张月鹿-高级	921
922	翼火蛇-超级	922
923	轸水蚓-超级	923
924	奎木狼-超级	924
925	娄金狗-超级	925
926	胃土雉-超级	926
927	爆不爆谁知道	927
928	打死我不可能会爆	928
929	我已将心向明月	929
930	别怪哥哥不是人 	930
931	只怪嫂子太迷人	931
932	花柳爱滋我都有 	932
933	生疮长脓你可爽	933
934	取个名字真困难	934
935	擦亮你的双眼	935
936	偷偷摸摸搞死你	936
937	大王叫我来寻山	937
900	吸血鬼护卫	900
940	偷偷摸摸搞死你	940
941	女娲补天造人类	941
942	火山里的魔鬼	942
943	大王叫我来寻山	943
944	无敌牛虱	944
945	地狱战神鬼绞	945
950	黄眉老怪	950
951	知了王	951
952	小妖甲	952
953	小妖乙	953
954	小妖丙	954
955	小妖丁	955
956	护法	956
957	护法	957
958	护法	958
959	护法	959
960	朝庭反贼	960
961	朝庭反贼	961
962	朝庭反贼	962
963	朝庭反贼首领	963
964	朝庭反贼首领	964
965	朝庭反贼头目	965
966	朝庭反贼头目	966
967	朝庭反贼头目	967
970	小分队队长	970
980	凶猛的头领	980
981	凶猛的凤凰	981
982	凶猛的大力金刚	982
983	凶猛的灵鹤	983
984	凶猛的雾中仙	984
985	凶猛的风伯	985
986	凶猛的大海龟	986
990	血鬼	990
991	蛟龙杀手	991
992	肉盾野猪	992
993	芙蓉姐姐	993
994	东北虎	994
995	帅气律法	995
996	要命狐狸精	996
1000	总管	1000
1001	总管	1001
1002	打手	1002
1003	打手	1003
1004	打手	1004
1099	★★★★★地煞星	1099
1100	★地煞星	1100
1101	★★地煞星	1101
1102	★★★地煞星	1102
1103	★★★★地煞星	1103
1104	★★★★★★地煞星	1104
1105	★★★★★★★地煞星	1105
1130	渡劫天兵	1130
1131	渡劫天将	1130
1140	妖魔小兵	1140
1141	妖魔头目	1141
1142	妖魔首领	1142
1143	妖魔打手	1143
1144	妖魔喽喽	1144
1145	狸	1145
1150	法力无边	1150
1151	龙精虎猛	1151
1152	神封无量	1152
1153	吸精老魔	1153
1154	长生无界	1154
1155	铁血无双	1155
1156	神功护体	1156
1160	神器-大唐	1160
1161	神器-魔王	1161
1162	神器-化生	1162
1163	神器-狮陀	1163
1164	神器-五庄	1164
1165	神器-天宫	1165
1166	神器-器灵	1166
1167	神器-铸师	1167
1170	千年鬼王	1170
1171	千年鬼王	1171
1172	千年鬼王	1172
1173	千年鬼王	1173
1174	千年鬼王	1174
1180	生死劫·止戈	1180
1181	生死劫·清心	1180
1182	生死劫·雷霆	1180
1183	生死劫·惜花	1181
1184	生死劫·忘情 	1181
1185	生死劫·卧龙	1181
1186	生死劫·天象	1181
1187	生死劫·轮回	1181
1188	生死劫·娑罗	1181
1190	大唐骁骑	1190
1191	火云妖兵	1191
1192	天师护法	1192
1193	仙子	1193
1194	盘丝小仙	1194
1195	碧波水勇	1195
1196	天师弟子	1196
1197	勾魂使者	1197
1198	佛门护法	1198
1199	生死护法	1199
1200	生死护法	1200
1300	捣乱的小妖	1300
1301	翼虎将军	1301
1302	翼蛇将军	1302
1303	蛇军师	1303
1304	蛇精兵	1304
1305	虎头领	1305
1306	虎精兵	1306
1307	上古妖兽头领	1307
1308	妖护卫	1308
1309	妖王护法	1309
1310	魑魅	1310
1311	魑魅	1311
1313	妖将军	1313
1314	上古妖兵	1314
1400	芭蕉木妖	1400
1401	伙伴木妖	1401
1402	伙伴木妖	1402
1403	怵	1403
1404	孤魂	1404
1405	野鬼	1405
1406	荆棘丛	1406
1407	大力荆棘	1407
1408	大法荆棘	1408
1409	拘灵妖怪	1409
1410	囚神妖怪	1410
1411	缚仙妖怪	1411
1412	妖怪守卫	1412
1413	妖怪士兵	1413
1414	妖怪士兵	1414
1415	国王	1415
1416	国王	1416
1417	给经验给金钱给装备	0
1418	仆女	1418
7041	吸血鬼『炫』	7041
7060	白泽『炫』	7041
7061	大象『炫』	7041
7062	凤凰『神兽』	7041
7063	芙蓉『神兽』	7041
7064	鬼将『炫』	7041
7065	海豚『炫』	7041
7066	九尾『炫』	7041
7067	蝴蝶『神兽』	0
7068	画魂	7041
7069	大鹏『炫』	7041
7070	赤焰兽『炫』	7041
7071	蛟龙『炫』	7041
7072	鲛人『炫』	7041
7073	六耳『炫』	7041
7074	筋斗云『炫』	7041
7075	净瓶『炫』	7041
7076	孔雀『炫』	7041
7077	灵符『炫』	7041
7078	灵鹿『炫』	7041
7079	神猴『炫』	7041
7080	律法『炫』	7041
7081	猫灵人『炫』	7041
7082	猫灵兽	7041
7083	小魔女	7041
7084	泡泡『炫』	7041
7085	麒麟『炫』	7041
7086	青鸾『炫』	7041
7087	人参果『炫』	7041
7088	小丫丫	7041
7089	如意『炫』	7041
7090	神虎『炫』	7041
7091	神龙『炫』	7041
7092	神马『炫』	7041
7093	神牛『炫』	7041
7094	神蛇『炫』	7041
7095	神兔『炫』	7041
7096	神羊『炫』	7041
7097	噬天虎『炫』	7041
7098	神羊『炫』	7041
7099	幽莹	7041
7100	雾中仙『炫』	7041
7102	犀牛人『炫』	7041
7103	犀牛兽『炫』	7041
7104	小仙灵	7041
7105	小仙女	7041
7106	熊猫『炫』	7041
7107	修罗傀儡妖	7041
7108	罗刹『炫』	7041
7109	真陀『炫』	7041
7110	毗舍『炫』	7041
7111	黑山『炫』	7041
7112	二郎真君	7041
7113	关羽魂魄『妖兽』	0
7114	灵感王	9999
7115	蓝鬼王	9999
7116	疯疯癫癫	8888
7117	胡言乱语	8887
7118	魔化天兵	8886
7119	妖王医师	8885
7120	垂云叟『魔兽』	0
7121	颜如玉『魔兽』	0
7122	其实我是人	1301
7123	个性大天使	0
7124	天不怕地不怕	1302
7125	鬼猫『魔兽』	0
7126	金雄魂魄『妖兽』	0
7127	双儿	1303
7128	牛鬼	1304
7129	拉拉队队长	1305
7130	林心如的鬼混	1306
7131	苍狼	1307
7132	女娲『神兽』	0
7133	琴仙『神兽』	0
7134	穷奇『魔兽』	0
7135	个性色字	0
7136	雅典娜『神兽』	0
7137	白狐	1308
7138	火焰狼	1309
7139	妖火狼『魔兽』	0
7140	卵蛋蛋	1310
7141	至尊宝	1312
7142	我下面俩弟弟	1313
7143	我上有哥下有弟	1314
7144	我上面俩哥哥	1315
7145	持国护法『仙兽』	0
7146	龙龟龟『仙兽』	0
7147	透明人	0
7148	藤格儿 	0
7149	阿修罗	0
7150	个性炽天使	0
7151	画仙魂魄『妖兽』	0
7152	范式魂魄『妖兽』	0
7153	熊猫『神兽』	0
7154	龙将『神兽』	0
7155	无头鬼	1316
7156	兔乖乖『仙兽』	0
9527	熊猫大侠	1317
9528	熊猫二侠	1318
9529	熊猫侠	1319
7157	般若『神兽』	0
8000	怒雷将军	8000
8001	5刀教做人	8001
8002	一秒一大片	8002
8003	一爆爆死你	8003
8004	恢复超级吊	8004
8005	一封一个准	8005
8006	一秒一大片	8002
8007	一爆爆死你	8003
8008	送你见小白	8008
8009	我是酱油	8009
7158	美羊羊『仙兽』	0
7159	蓝龙王『仙兽』	0
7160	狐美人『仙兽』	0
8010	包子老大	0
8011	经验包子	0
7161	冰雪魂魄『妖兽』	0
7162	书生魂魄『妖兽』	0
7163	小悟空『仙兽』	0
8200	喜羊羊	910
8201	兔乖乖	911
8202	一代书生	912
8203	孙悟饭	913
8204	冰雪女王	914
8205	妖狐	915
8206	琴仙	916
8207	龙太子	917
8208	金浪淘沙	918
8209	锁链鬼使	919
8210	九天琴魔	920
8211	阿修罗	921
8212	炽天使	922
8213	画中仙	923
8214	范式之魂	924
8215	突兀	925
8216	白狐	926
8217	麒麟	927
8218	妖火狼	928
8219	飞龙在天	929
8220	冥雷	930
8221	九天玄女	931
8222	浪漫五叶	932
8223	拉拉队队长	933
8224	九天妖女	934
8225	垂钓者	935
8226	颜如玉	936
8227	个性大天使	937
8228	喜羊羊秘书	910
8229	兔乖乖秘书	911
8230	一代书生秘书	912
8231	孙悟饭秘书	913
8232	冰雪女王秘书	914
8233	妖狐秘书	915
8234	琴仙秘书	916
8235	龙太子秘书	917
8236	金浪淘沙秘书	918
8237	锁链鬼使秘书	919
8238	九天琴魔秘书	920
8239	阿修罗秘书	921
8240	炽天使秘书	922
8241	画中仙秘书	923
8242	范式之魂秘书	924
8243	突兀秘书	925
8244	白狐秘书	926
8245	麒麟秘书	927
8246	妖火狼秘书	928
8247	飞龙在天秘书	929
8248	冥雷秘书	930
8249	九天玄女秘书	931
8250	浪漫五叶秘书	932
8251	拉拉队队长秘书	933
8252	九天妖女秘书	934
8253	垂钓者秘书	935
8254	颜如玉秘书	936
8255	个性大天使秘书	937
8256	喜羊羊保镖	910
8257	兔乖乖保镖	911
8258	一代书生保镖	912
8259	孙悟饭保镖	913
8260	冰雪女王保镖	914
8261	妖狐保镖	915
8262	琴仙保镖	916
8263	龙太子保镖	917
8264	金浪淘沙保镖	918
8265	锁链鬼使保镖	919
8266	九天琴魔保镖	920
8267	阿修罗保镖	921
8268	炽天使保镖	922
8269	画中仙保镖	923
8270	范式之魂保镖	924
8271	突兀保镖	925
8272	白狐保镖	926
8273	麒麟保镖	927
8274	妖火狼保镖	928
8275	飞龙在天保镖	929
8276	冥雷保镖	930
8277	九天玄女保镖	931
8278	浪漫五叶保镖	932
8279	拉拉队队长保镖	933
8280	九天妖女保镖	934
8281	垂钓者保镖	935
8282	颜如玉保镖	936
8283	个性大天使保镖	937
8284	打手四兄弟	8001
8285	打手四兄弟	8002
8286	打手四兄弟	8004
8287	打手四兄弟	8005
8288	喜羊羊喽喽	910
8289	兔乖乖喽喽	911
8290	一代书生喽喽	912
8291	孙悟饭喽喽	913
8292	冰雪女王喽喽	914
8293	妖狐喽喽	915
8294	琴仙喽喽	916
8295	龙太子喽喽	917
8296	金浪淘沙喽喽	918
8297	锁链鬼使喽喽	919
8298	九天琴魔喽喽	920
8299	阿修罗喽喽	921
8300	炽天使喽喽	922
8301	画中仙喽喽	923
8302	范式之魂喽喽	924
8303	突兀喽喽	925
8304	白狐喽喽	926
8305	麒麟喽喽	927
8306	妖火狼喽喽	928
8307	飞龙在天喽喽	929
8308	冥雷喽喽	930
8309	九天玄女喽喽	931
8310	浪漫五叶喽喽	932
8311	拉拉队队长喽喽	933
8312	九天妖女喽喽	934
8313	垂钓者喽喽	935
8314	颜如玉喽喽	936
8315	个性大天使喽喽	937
8316	无主孤魂	937
